Screen Name,Location,Tweet
Sudipta16400694,,"@reliancejio what a 3rd graded network it has become now , data speed has absolutely dropped. Worse then pre Jio ti… https://t.co/JKuuYzRPsc"
User Name,User Location,Tweet
sandipgupta,"Kolkata, India",Why calls made to #Jio number are getting deducted from my non-Jio minutes? @JioCare
Onlinegurupk2,"West Bengal, India","👍 on @YouTube: #Subhotam multitrade || How to Recharge Rs 1250 in Subhotam multitrade ||SMPLMART #JIO,#tech news,# https://t.co/aVoDMDt7Un"
Onlinegurupk2,"West Bengal, India","👍 on @YouTube: HOW TO EARN MONEY FROM HOME || SMPLMART BUSINESS plan || #SMPLMART #jiojob ,#jio #Recruitmen https://t.co/MErUNt6IpL"
aviiinash,"Pune, India","RT @paulasset: For past many years #Facebook owned #WhatsApp Pay was facing regulatory hurdle to launch, but after Facebook's investment in…"
smarwah82,Mumbai,"RT @paulasset: For past many years #Facebook owned #WhatsApp Pay was facing regulatory hurdle to launch, but after Facebook's investment in…"
Shashank_9292,Hyderbad,"RT @paulasset: For past many years #Facebook owned #WhatsApp Pay was facing regulatory hurdle to launch, but after Facebook's investment in…"
venkataramana5,banglore,"RT @paulasset: For past many years #Facebook owned #WhatsApp Pay was facing regulatory hurdle to launch, but after Facebook's investment in…"
Ripan_Das6,"Agartala, India",@reliancejio #Airtel vs #Jio i love airtel i ht jio https://t.co/yvGi3mUgSi
rahuln89,,"RT @paulasset: For past many years #Facebook owned #WhatsApp Pay was facing regulatory hurdle to launch, but after Facebook's investment in…"
akshayjbhattad,Bangalore ,"RT @paulasset: For past many years #Facebook owned #WhatsApp Pay was facing regulatory hurdle to launch, but after Facebook's investment in…"
Break_Silenc,India,"RT @paulasset: For past many years #Facebook owned #WhatsApp Pay was facing regulatory hurdle to launch, but after Facebook's investment in…"
santosh_2207,"Bengaluru South, India","RT @paulasset: For past many years #Facebook owned #WhatsApp Pay was facing regulatory hurdle to launch, but after Facebook's investment in…"
Rizvi84Shozab,,"RT @paulasset: For past many years #Facebook owned #WhatsApp Pay was facing regulatory hurdle to launch, but after Facebook's investment in…"
badhdhakishti,Hyderabad/Chikmagalur,"RT @paulasset: For past many years #Facebook owned #WhatsApp Pay was facing regulatory hurdle to launch, but after Facebook's investment in…"
paulasset,kolkata,"For past many years #Facebook owned #WhatsApp Pay was facing regulatory hurdle to launch, but after Facebook's inve… https://t.co/gOIGCh6iYj"
espreson,"Asansol, India","Your #jio now faster with 1.1.1.1
https://t.co/iuXP1MwjkE"
probuddha,INDIA,@JioCare @DoT_India This is the speed I have been getting from JIO network and they are not taking any corrective a… https://t.co/7k2x59TMqY
imijanur,"Kolkata, India",#jio network #shame on business leaders of our country https://t.co/QJHxVs2QHV
tw_veda,"Kolkata, India","So, just go upgraded to 300 Mbps JioFibre. Do your calculation @JioCare  @JioFibre  #JioFiber  #JioFiberMovement… https://t.co/k87Sq1dDCH"
kunal_abhi,Kolkata,@reliancejio @mumbaiindians @JioCare @reliancejio pathetic #internet #speed. #Jio started cheating its customers in… https://t.co/OAkvBdts95
kunal_abhi,Kolkata,@reliancejio @RCBTweets @JioCare @reliancejio pathetic #internet #speed. #Jio started cheating its customers in var… https://t.co/mqvlDmoI8S
kunal_abhi,Kolkata,@reliancejio @RCBTweets @JioCare @reliancejio pathetic #internet #speed. #Jio started cheating its customers in var… https://t.co/GJFqwglUe1
kunal_abhi,Kolkata,@reliancejio @lionsdenkxip @JioCare @reliancejio pathetic #internet #speed. #Jio started cheating its customers in… https://t.co/9YLh5Ylono
kunal_abhi,Kolkata,@reliancejio @deepikapadukone @RanveerOfficial @JioCare @reliancejio pathetic #internet #speed. #Jio started cheati… https://t.co/IIfQ87K2AR
kunal_abhi,Kolkata,@JioCare @kokilraftaar @JioCare @reliancejio pathetic #internet #speed. #Jio started cheating its customers in vari… https://t.co/RPbPDwSKQF
kunal_abhi,Kolkata,@kokilraftaar @reliancejio @JioGigaFibre @JioCare @JioCare @reliancejio pathetic #internet #speed. #Jio started che… https://t.co/42FqY3wTOr
kunal_abhi,Kolkata,@mrcraju @JioCare @KumarNavin82 @JioCare @reliancejio pathetic #internet #speed. #Jio started cheating its customer… https://t.co/sTAJJ92NTZ
kunal_abhi,Kolkata,@Sandeep73411691 @JioCare @KumarNavin82 @JioCare @reliancejio pathetic #internet #speed. #Jio started cheating its… https://t.co/X3aCZ4dI8z
kunal_abhi,Kolkata,@JioCare @KumarNavin82 @JioCare @reliancejio pathetic #internet #speed. #Jio started cheating its customers in vari… https://t.co/uLPqIBrPrc
kunal_abhi,Kolkata,@raashi_yadav08 @reliancejio @JioCare @reliancegroup @KTRTRS @JioCare @reliancejio pathetic #internet #speed. #Jio… https://t.co/l0fYSjXS1m
kunal_abhi,Kolkata,@KumarNavin82 @JioCare @reliancejio @JioCare @reliancejio pathetic #internet #speed. #Jio started cheating its cust… https://t.co/lA1yaDe8do
kunal_abhi,Kolkata,@KumarNavin82 @JioCare @JioCare @reliancejio pathetic #internet #speed. #Jio started cheating its customers in vari… https://t.co/Nl9YhEqSwg
kunal_abhi,Kolkata,@JioCare @reliancejio pathetic #internet #speed. #Jio started cheating its customers in various ways. Bloody… https://t.co/fpG09MNbpF
DekhReview,"Kolkata, India","₹275 Cashback On Bill Payment, Recharge, Electricity ⚡⚡⚡ Google Play Redeem Code | @DekhReview

Link :… https://t.co/1Mt0qfMUew"
User Name,User Location,Tweet
7791830286,Jaipur,"#slowjio #jio @JioCare 
Fix this fix this fix this 😠😠😠😠 https://t.co/ur4wGObxZf"
masoom_hussain1,"Lucknow, India","I have had it with #jio fiber , stopped working when I was in the middle of an important client call. For the last… https://t.co/rolTTNDKNT"
HrshGuptaji,"Gwalior, India",RT @HrshGuptaji: Jiomart's  ninja technique .They booked order in offer period and cancelled/returned at next day of offer ending day with…
harsFIT,"Jaunpur, India","Thankyou #jio 
Thankyou #bcci
Thankyou dada 
@reliancejio #JioWomensT20Challenge
#womenst20league #womenscricket"
farooquiamir,"Allahabad, India","Finally I have completed porting of @ViCustomerCare #vodafoneindia to @JioCare @reliancejio .

Thanks #Jio for by providing Home service 🙏🙏"
HrshGuptaji,"Gwalior, India",Jiomart's  ninja technique .They booked order in offer period and cancelled/returned at next day of offer ending da… https://t.co/X7I8hFl8gv
Abhinay96590609,"Lucknow, India","@JioCare ,

Are you running scam , even if on call your support executive it not able to give proper information re… https://t.co/9XZusU3Scl"
devang_jain,"Noida, India",@reliancejio @JioCare #JIO #jiospeed have you guys ever wondered how shitty your internet is working even at 1 at t… https://t.co/Cmity7ztGq
adis_talker,"New Delhi, India",@reliancejio I m looking out for basic plan for porting number from @BSNL_HR to Delhi network as the network is not… https://t.co/PXo1IGthUa
lokeshmaestro,"Lucknow, India","RT @Erprashantsinha: #Jio capture maximum #BSNL  customer..Now Jio is new BSNL..
Now it's time to switch back to BSNL
Worst service #Jio @J…"
Erprashantsinha,"Lucknow,Bahraich","#Jio capture maximum #BSNL  customer..Now Jio is new BSNL..
Now it's time to switch back to BSNL
Worst service #Jio… https://t.co/ukt9vnYrNI"
imAjitGarg,"Lucknow, India","@JioCare @reliancejio Please stop behaving like their is no issue with your speed or it's an intermittent issue.

I… https://t.co/UZ8a968Hnp"
Kamlesh559,"Jaipur, India",#jio loot https://t.co/dXzVzJ8vCQ
realrohittiwari,Gorakhpur Uttar Pradesh India,Just joined @reliancejio #jio
_KRISHNA_NIHAL,"Ayodhya, India","@JioCare I thought I am choosing best network but now I feel it's my mistake .
@reliancejio giving one of the my ba… https://t.co/1GQeqZAl7F"
ashishcool91,"Uttar Pradesh, India","@TRAI @JioCare Awesome once again JIO has broken all records.
Today I am not able to view on YouTube also 5.3MB son… https://t.co/JGvRHzCTH0"
VijaySharmaSir,"Agra, India","@JioCare no speed after using daily limit, what is the purpose of giving unlimited data, when you can't use even… https://t.co/hngEPaP4wT"
imAjitGarg,"Lucknow, India","#Jio4G is a joke 😂
 @reliancejio @JioCare 
What's bigger of a joke?@DoT_India @narendramodi @narendramodi_in… https://t.co/DXiTn2lKly"
mysanjeevsingh,"Noida, India","@JioCare, Finally I uploaded a video regarding #jio network issues. Please share it with more people. They even do… https://t.co/KK5yQ52evg"
vikaspandey1704,"Greater Noida, India",@JioCare thanks #jio for amazing network and speed https://t.co/pmy6SWHT1o
Ratan18,Agra,"@elonmusk I hope @SpaceXStarlink will deliver good connectivity near by my home in D Taj Mahal city Agra India, Whi… https://t.co/aD9RCXD7bW"
ETTelecom,"Film City, Noida","ETTelecom | Telcos resist differential licensing, unbundling of layers; say move regressive #COAI #TelecomOperators… https://t.co/8Sd7R62AEO"
ETTelecom,"Film City, Noida",ETTelecom | Forex traders track Google-Jio deal #Jio #CompetitionCommission #Facebook #JioNews #Industry #Google… https://t.co/SVdkfFWJ0J
SatyamT90332105,"Varanasi, India","Facing internet speed problem with jio
Very annoying, frustrating service by jio
Guys switch to airtel it's over by… https://t.co/IxGz2l5LjU"
7791830286,Jaipur,"RT @7791830286: #jiospeed @JioCare @reliancejio
This is what jio give us https://t.co/yq8ncLU7Kc"
7791830286,Jaipur,"#jiospeed @JioCare @reliancejio
This is what jio give us https://t.co/yq8ncLU7Kc"
ETTelecom,"Film City, Noida",ETTelecom | Reliance Jio partnership helps Netflix gain momentum in India: Report #Jio #NetflixInIndia #JioPostpaid… https://t.co/yKNv8ZBPzy
AshishVLohar,Azamgarh ,"RT @AshishVLohar: #jio 
Are you really had a 4g network...
Don't say that u are provided 4g network, such a poor network every time net spe…"
AshishVLohar,Azamgarh ,"#jio 
Are you really had a 4g network...
Don't say that u are provided 4g network, such a poor network every time n… https://t.co/DvLUZ6rnPQ"
AnchalTripati,"Allahabad, India",Dear #Jio stop caller tune about covid 19 guideline. Govt is not following covid guidelines in Bihar election.  Sto… https://t.co/ZyhF4Mcwc8
SumitRts,PKMKB & CKMKB,RT @AnchalTripati: Dear #RelianceJio stop caller tune about covid 19 guideline. Govt is not following covid guidelines in Bihar election.…
news24x75,,RT @AnchalTripati: Dear #RelianceJio stop caller tune about covid 19 guideline. Govt is not following covid guidelines in Bihar election.…
kaushal_agrawal,"Varanasi, India","Hey Jio why are you charging 4G rates and giving back Only 2G speed

Airtel have lot better speed than you
#Jio
@reliancejio"
ETTelecom,"Film City, Noida",ETTelecom | Telecom sector revenue growth at 5% in Q2 on easing of lockdown curbs: Report #Jefferies #TariffHike… https://t.co/mcQSc8tzTa
AnchalTripati,"Allahabad, India",Dear #RelianceJio stop caller tune about covid 19 guideline. Govt is not following covid guidelines in Bihar electi… https://t.co/sRiKMTWtXn
ETTelecom,"Film City, Noida",ETTelecom | Vodafone Idea may hike tariff in 3-4 months; but change in fortunes unlikely: Analysts #Jio… https://t.co/Dom9O9g7SA
ETTelecom,"Film City, Noida",ETTelecom | Mukesh Ambani loses $5 billion as oil sinks Reliance shares #RelianceShares #MukeshAmbani… https://t.co/Tn65DaZOpU
ETTelecom,"Film City, Noida",ETTelecom | Netflix growth rebounds in Asia with partnerships #Netflix #Jio #Broadband #NetflixPartnerships… https://t.co/n0p14q8qQe
ETTelecom,"Film City, Noida",ETTelecom | Most brokerages bullish on RIL post Q2 results #RelianceIndustries #PrabhudasLilladher #Macquarie #Jio… https://t.co/hVmpH30IjY
grapeforest,india,RT @ETTelecom: ETTelecom | RIL’s partly-paid shares hit lower circuit post Q2 results #RelianceIndustries #RILPartlyPaidShares #NetProfit #…
ETTelecom,"Film City, Noida",ETTelecom | RIL’s partly-paid shares hit lower circuit post Q2 results #RelianceIndustries #RILPartlyPaidShares… https://t.co/ImfhcYD6yw
03Borana,"Sumerpur, India","My online classes are going on and my netspeed it is amazing , u know how much not even #100kbps i cannot even load… https://t.co/LvQQiH8hqs"
subrat_dhali,"Dehradun, India","Voda Idea's services are one of the world's worst services.
Ever since I have taken Voda Idea, I have done it three… https://t.co/RTKxDnugdF"
8PSiddharth,"Indore, India",RT @ETTelecom: ETTelecom | Vodafone Idea’s inadequate network investments to further accelerate subscriber loss: Analysts #VodafoneIdea #Ji…
User Name,User Location,Tweet
contact_mohit3,Gurgaon,"@Airtel_Presence @Airtel_Presence thank u team, surely will connect with u if @JioCare @reliancejio doesn't respond… https://t.co/DiXvF9nl0U"
VivekKampasi,"Jammu Kashmir नई दिल्ली, भारत",RT @TenantForever: Long fibers laid without connectivity. Gone thz dys  venture/byzns try best to win customer. Dyz r like when the mst imp…
Im_Jainendra,"New Delhi, India","@reliancejio Internet speed is getting worst each n every day at our location Gorakhpur, UP. @JioCare has not taken… https://t.co/tqliA6HSFi"
TenantForever,"New Delhi, India",Long fibers laid without connectivity. Gone thz dys  venture/byzns try best to win customer. Dyz r like when the ms… https://t.co/L8ZBZUMsPd
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/cidjier19z"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/ugyqeaXbs5"
pulkit_thedude,"New Delhi, India","#DelhiAirQuality
Is it me or somebody else noticed?
Smog slowing down the 4G data speed
#Airtel #jio"
BasetiaSai,"New Delhi, India","Coming Soon....
Jio DIGITAL LIFE
Jio Dhan Dhana Dhan......
Any one guess what is the Latest Product of Jio.
We are… https://t.co/QOREv2IlbZ"
ranajig,"New Delhi, India",@geetv79 Super Intelligence will be when Internet in India will be declared a National Resource...an essential comm… https://t.co/fbuDtglyUP
VinayKu30300765,"Gorakhpur, India",RT @VinayKu30300765: #jio internet speed is coming very slow in a my city  #gorakhpur @reliancejio @JioCare @DoT_India @rsprasad @PMOIndia…
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/xWM2eisGuZ"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/rOzlTJLPar"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/U3WpKednNv"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/LI6MKc1JAO"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/rsrXDA59GQ"
JaiLakshwani,"Delhi,India",@Airtel_Presence @airtelindia if your IT infrastructure is not ready yet to start broadband connection for the new… https://t.co/jfsNqzxU2H
devang_jain,"Noida, India",@reliancejio @JioCare #JIO #jiospeed have you guys ever wondered how shitty your internet is working even at 1 at t… https://t.co/Cmity7ztGq
ranajig,"New Delhi, India",@shirishag75 @terence_fdes The 1st. thing that @INCIndia should do is nationalize Internet as it has become an Esse… https://t.co/yxUVL8I3es
shirishag75,Pune,RT @ranajig: @terence_fdes Its #JioMart...thats why the Monopoly of Internet providers must end...Nationalise #JIO ASAP...
ranajig,"New Delhi, India",@terence_fdes Its #JioMart...thats why the Monopoly of Internet providers must end...Nationalise #JIO ASAP...
adis_talker,"New Delhi, India",@reliancejio I m looking out for basic plan for porting number from @BSNL_HR to Delhi network as the network is not… https://t.co/PXo1IGthUa
SmartDrongo,"Thanesar, India","RT @ChopRashubham80: @JioCare worst network. And i have ported my number from airtel to jio. But you are the worst. 
Pin -132024
#Dachar #n…"
ChopRashubham80,"New Delhi, India","@JioCare worst network. And i have ported my number from airtel to jio. But you are the worst. 
Pin -132024
#Dachar… https://t.co/WSgPjbtzYe"
MAYANK8382,"Ahmadabad City, India","RT @ParthaB34769052: #BSNL rated the best but lost the telecom war to #Airtel, #Jio, #Idea why ?
 https://t.co/l5QoFzKNEX"
ParthaB34769052,"Chandigarh, India","#BSNL rated the best but lost the telecom war to #Airtel, #Jio, #Idea why ?
 https://t.co/l5QoFzKNEX"
ARathi_1988,"New Delhi, India","Shame on you #airtel 

This is what you call as the fastest network according to #ookla 

With full 4G Network sign… https://t.co/OrcPHs1h33"
HarshRa40775502,,"RT @kasifiqbal4700: #jio 👎 
They are fooling us on the name of #jio customer care.
Time to port my jio sum.
@JioCare 
@reliancejio"
kasifiqbal4700,delhi,"#jio 👎 
They are fooling us on the name of #jio customer care.
Time to port my jio sum.
@JioCare 
@reliancejio"
DuraniIrfaan,New Delhi,@iiamrohit @JioCare @iiamrohit they have a monopolistic attitude right now. But how long @reliancejio. @JioCare you… https://t.co/aj3AnlKP5S
DuraniIrfaan,New Delhi,@Airtel_Presence @Airtel_Presence I've to bear @reliancejio @JioCare for 1 more month for the port. Until pray Almi… https://t.co/FDGBhPFdl0
ThsIs_Akanksha,Saharanpur,"Such a poor internet service of @reliancejio in our area. Looking forward to to get help from @JioCare 

Looks like… https://t.co/YKt2ypqY3v"
KaviNiketan,"Dehradun, India","If you are feeling un-noticed in life.............Type ""PORT Mobile number""   .... and send to 1900

#Airtel #vodafoneindia #JIO 😄😄😄😄"
Bhaumik24,"New Delhi, India",Bad service of JIO. They deactivate my jio number and giving no solution. Irresponsible behaviour of JIO for their… https://t.co/9tVqXVCBqx
BhaskarMandvi,"New Delhi, India","@soorajnr2008 @ViCustomerCare @8ap @AmreliaRuhez @stufflistings @ManojSaru When I got msg about it was resolved, ne… https://t.co/8LszqDCUn8"
Sanjiv40551468,"Gurgaon, India",Hey @reliancejio @JioCare why am i getting spam SMS copy attached when I am on DND? @TRAI please note most ineffici… https://t.co/mkMh6a0k51
hello2narsinh,Universe,"RT @Aakashbittu: @JioCare See the conversation going on DM from last ten days.... And how you guys irritate.

@reliancejio @IMGReliance @ri…"
hemantr93443109,"New Delhi, India",#jiospeed my jio sim not working please check my mobile no-8279357714 already full recharge but not calling any mobile sim  please check
greetankit,"Kullu, Himachal Pradesh, India","#jio @reliancejio @JioCare @RILCampus @HKhanduja #MukeshAmbani
#Tatti si ho gyi hai #jiospeed Nikammi Jio Kullu Net… https://t.co/lBrzu7TRYR"
GeraMudit,"New Delhi,India",Indian telecommunications giant Reliance Jio has announced three new all-in-one prepaid annual plans.#Jio… https://t.co/8ctBlHSRcF
indiahottopics,"New Delhi, India","JIO INTRODUCES NEW ALL-IN-ONE PLANS WITH UP TO 504GB DATA WITH 336-DAY VALIDITY FOR JIOPHONE

Read At :… https://t.co/N4oEbv18jd"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/OTlOCafct6"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/GdluyoHVvF"
TheEnvoyWeb,"New Delhi, India",The partnership between @NetflixIndia and @reliancejio to offer a free mobile-only subscription to post-paid subscr… https://t.co/tViVJeMMNl
satishtezaa,"New Delhi, India",RT @samirsaran: This is #IndiaTech. #Jio now has capability to offer frontier technology solutions to India and the world. 👏🏻 https://t.co/…
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/eKLsVwQsCk"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/h3mGz9iXkB"
Aakashbittu,"Gurgaon, Haryana","@JioCare See the conversation going on DM from last ten days.... And how you guys irritate.

@reliancejio… https://t.co/aMt2aei6Mm"
BStabilizer,"Delhi, India","For months I've been saying this!!! Super congrats !
Now time to buy Jiomart items through whatsapp!!
This is how F… https://t.co/NsdkNtOVFV"
vibhugaur,Delhi,"Reliance Jio #Phone  Users Get 3 New All-in-One Prepaid Annual Plans With Up to 504GB #Data , 336 Days #Validity.… https://t.co/k7J2uduSZn"
care_DIR,WorldWideWeb,RT @VikashS35062029: #JIO Internet speed is too slow.. Worst customer support...
care_DIR,WorldWideWeb,RT @VinayKu30300765: #jio internet speed is coming very slow in a my city  #gorakhpur @reliancejio @JioCare @DoT_India @rsprasad @PMOIndia…
sachetmathur5,"new delhi, india","#JioFiber is the worst service I've ever seen. It's been more than 2 weeks, still waiting for relocation installati… https://t.co/huqOOaSSyF"
sailor_jag,hisar,Does @reliancejio really gives 4G speed. I don't think.  #fraud #jio #trai #internet #4G
ranajig,"New Delhi, India","@manaman_chhina @GauravPandhi Thank God its winter weather, no need for AirCons...they have mistreated an Elected C… https://t.co/nlYbpZRhpl"
vipin_vats_,"New Delhi, India",@JioCare what to say about you #jio ? I have problem for last 4 days and we have 4 connection under the same roof.… https://t.co/07PATcgnqu
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/tLybkTs18L"
mysanjeevsingh,"Noida, India","@JioCare, Finally I uploaded a video regarding #jio network issues. Please share it with more people. They even do… https://t.co/KK5yQ52evg"
ETRetail,"New Delhi, India","ETRetail | Saudi Arabia's PIF to invest Rs 9,555 cr in Reliance Retail for 2.04% stake #RelianceRetail… https://t.co/Ag571KkaAu"
IndianExpress,India,"RT @ExpressTechie: Reliance #Jio introduces 3 new prepaid JioPhone plans

https://t.co/gnSP79KNSm"
ExpressTechie,"New Delhi, Delhi","Reliance #Jio introduces 3 new prepaid JioPhone plans

https://t.co/gnSP79KNSm"
morya_shyam,India,"RT @pankaju17: Proud to be associated with the WT20 Challenge. Let's break boundaries together on and off the field ✨
@M_Raj03 @mandhana_sm…"
AjayKushwaha_,"Ghazipur UP, New Delhi, India","RT @pankaju17: Proud to be associated with the WT20 Challenge. Let's break boundaries together on and off the field ✨
@M_Raj03 @mandhana_sm…"
46_9003,,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/wU0vhcGMaw"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/IpJxO7szTI"
pankaju17,"New Delhi, India","Proud to be associated with the WT20 Challenge. Let's break boundaries together on and off the field ✨
@M_Raj03… https://t.co/z5ScFlxeYf"
care_DIR,WorldWideWeb,RT @kasifiqbal4700: Madhubani #jio store is worst store I visited ever. No one have time to look your issues. Store open on 11 am like (sar…
Chandra76600502,"New Delhi, India",It has been an absolute pleasure using #jio with such speed. The speed invigorated me to switch to another operator… https://t.co/ePuu5jEmSd
vikaspandey1704,"Greater Noida, India",@JioCare thanks #jio for amazing network and speed https://t.co/pmy6SWHT1o
TCMSportsIndia,"New Delhi, India",Twitter India and the Board of Control for Cricket in India (BCCI) on Monday joined hands to launch seven new custo… https://t.co/t7ZdPu90vv
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/68UFLnPN4N"
ETTelecom,"Film City, Noida","ETTelecom | Telcos resist differential licensing, unbundling of layers; say move regressive #COAI #TelecomOperators… https://t.co/8Sd7R62AEO"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/dBklM0qt7C"
THiNK_ViSHi,"New Delhi, India","@fiber_jio
You guys do not offer the subscriptions as per the plans. Raised multiple complaints for the same never… https://t.co/P4bSuEiGam"
Lifeisall2020Pr,"New Delhi, India","RT @Lifeisall2020Pr: #JioFiber #Jio #jiospeed #jiopages @reliancejio @JioCare @fiber_jio  this is very disappointing, this is how you solve…"
ETTelecom,"Film City, Noida",ETTelecom | Forex traders track Google-Jio deal #Jio #CompetitionCommission #Facebook #JioNews #Industry #Google… https://t.co/SVdkfFWJ0J
BusinessConne16,Delhi,"Inter-Creditor Agreements (ICA) have been signed by Lenders to Future Group, opening the way for a possible restruc… https://t.co/CYE71dn6He"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/cfobJedfjX"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/NogVYA83Tw"
